Date_Time,Serial#,Wavelength[nm],Power[W],Temperature_1[C],Temperature_2[C]
2021-11-03 20:35:20,dmged,375,2.57286265e-05,83.25,28.75
2021-11-03 20:36:10,dmged,375,2.57286265e-05,83.5,29.25
2021-11-03 20:37:00,dmged,375,2.56914955e-05,82.5,29.25
2021-11-03 20:37:50,dmged,375,2.56989188e-05,81.5,29.0
2021-11-03 20:38:40,dmged,375,2.57471947e-05,80.75,28.75
2021-11-03 20:39:30,dmged,375,2.57843258e-05,79.75,29.0
2021-11-03 20:40:20,dmged,375,2.58325981e-05,79.5,29.25
2021-11-03 20:41:10,dmged,375,2.57731863e-05,84.0,29.0
2021-11-03 20:42:00,dmged,375,2.55912364e-05,83.0,28.75
2021-11-03 20:42:50,dmged,375,2.57843258e-05,82.25,28.75
2021-11-03 20:43:40,dmged,375,2.56655003e-05,81.25,28.75
2021-11-03 20:44:30,dmged,375,2.57583342e-05,80.5,28.75
2021-11-03 20:45:20,dmged,375,2.57546199e-05,79.5,29.0
2021-11-03 20:46:10,dmged,375,2.57137744e-05,80.25,29.0
2021-11-03 20:47:00,dmged,375,2.56357962e-05,83.5,28.75
2021-11-03 20:47:50,dmged,375,2.57211996e-05,83.25,29.0
2021-11-03 20:48:41,dmged,375,2.56023759e-05,82.0,29.0
2021-11-03 20:49:31,dmged,375,2.57583342e-05,81.25,29.25
2021-11-03 20:50:21,dmged,375,2.58251748e-05,80.5,28.75
2021-11-03 20:51:11,dmged,375,2.56135154e-05,79.5,29.0
2021-11-03 20:52:01,dmged,375,2.54909774e-05,81.0,29.25
2021-11-03 20:52:51,dmged,375,2.57286265e-05,84.0,29.0
2021-11-03 20:53:41,dmged,375,2.56617877e-05,82.75,29.0
2021-11-03 20:54:31,dmged,375,2.55243958e-05,81.75,28.75
2021-11-03 20:55:21,dmged,375,2.5609801e-05,80.75,29.0
2021-11-03 20:56:11,dmged,375,2.57509073e-05,80.0,29.25
2021-11-03 20:57:01,dmged,375,2.57397678e-05,79.25,29.25
2021-11-03 20:57:51,dmged,375,2.56766398e-05,81.75,29.0
2021-11-03 20:58:41,dmged,375,2.57137744e-05,83.5,29.0
2021-11-03 20:59:31,dmged,375,2.56060885e-05,82.5,29.25
2021-11-03 21:00:21,dmged,375,2.57843258e-05,81.75,29.25
2021-11-03 21:01:11,dmged,375,2.56766398e-05,80.75,29.0
2021-11-03 21:02:01,dmged,375,2.5717487e-05,79.75,29.25
2021-11-03 21:02:51,dmged,375,2.58103191e-05,79.25,29.0
2021-11-03 21:03:41,dmged,375,2.57509073e-05,82.75,29.0
2021-11-03 21:04:31,dmged,375,2.5717487e-05,83.5,29.5
2021-11-03 21:05:21,dmged,375,2.58251748e-05,82.25,29.0
2021-11-03 21:06:11,dmged,375,2.57471947e-05,81.5,29.25
2021-11-03 21:07:01,dmged,375,2.58325981e-05,80.5,29.25
2021-11-03 21:07:51,dmged,375,2.5717487e-05,79.75,29.5
2021-11-03 21:08:41,dmged,375,2.58325981e-05,79.25,29.0
2021-11-03 21:09:31,dmged,375,2.58363143e-05,83.5,29.25
2021-11-03 21:10:21,dmged,375,2.57211996e-05,83.0,29.25
2021-11-03 21:11:11,dmged,375,2.57917545e-05,82.0,29.0
2021-11-03 21:12:01,dmged,375,2.58808741e-05,81.25,29.25
2021-11-03 21:12:51,dmged,375,2.57917545e-05,80.25,28.75
2021-11-03 21:13:41,dmged,375,2.5717487e-05,79.5,28.75
2021-11-03 21:14:31,dmged,375,2.56766398e-05,80.25,29.0
2021-11-03 21:15:21,dmged,375,2.57063475e-05,83.5,28.75
2021-11-03 21:16:11,dmged,375,2.56877793e-05,82.5,28.5
2021-11-03 21:17:02,dmged,375,2.57657593e-05,82.0,28.5
2021-11-03 21:17:52,dmged,375,2.56580752e-05,81.0,29.0
2021-11-03 21:18:42,dmged,375,2.57063475e-05,80.25,29.0
2021-11-03 21:19:32,dmged,375,2.57509073e-05,79.25,29.25
2021-11-03 21:20:22,dmged,375,2.57137744e-05,81.5,28.75
2021-11-03 21:21:12,dmged,375,2.563208e-05,83.75,28.75
2021-11-03 21:22:02,dmged,375,2.57694737e-05,83.0,28.25
2021-11-03 21:22:52,dmged,375,2.56729272e-05,81.75,28.5
2021-11-03 21:23:42,dmged,375,2.57694737e-05,81.0,29.0
2021-11-03 21:24:32,dmged,375,2.5695208e-05,80.25,28.25
2021-11-03 21:25:22,dmged,375,2.57509073e-05,79.25,28.5
2021-11-03 21:26:12,dmged,375,2.57286265e-05,81.25,29.0
2021-11-03 21:27:02,dmged,375,2.57731863e-05,83.5,28.25
2021-11-03 21:27:52,dmged,375,2.58214586e-05,82.75,28.0
2021-11-03 21:28:42,dmged,375,2.55578161e-05,81.75,28.75
2021-11-03 21:29:32,dmged,375,2.56432195e-05,81.0,28.75
2021-11-03 21:30:22,dmged,375,2.56246549e-05,80.25,28.25
2021-11-03 21:31:12,dmged,375,2.5717487e-05,79.25,28.75
2021-11-03 21:32:02,dmged,375,2.56877793e-05,80.5,28.5
2021-11-03 21:32:52,dmged,375,2.57211996e-05,83.75,28.5
2021-11-03 21:33:42,dmged,375,2.5702635e-05,83.0,28.25
2021-11-03 21:34:32,dmged,375,2.57397678e-05,82.0,28.75
2021-11-03 21:35:22,dmged,375,2.57471947e-05,81.0,28.25
2021-11-03 21:36:12,dmged,375,2.57843258e-05,80.25,28.0
2021-11-03 21:37:02,dmged,375,2.58474538e-05,79.5,28.25
2021-11-03 21:37:52,dmged,375,2.57397678e-05,80.75,28.5
2021-11-03 21:38:43,dmged,375,2.55838077e-05,83.75,28.75
2021-11-03 21:39:33,dmged,375,2.57917545e-05,83.0,28.5
2021-11-03 21:40:23,dmged,375,2.563208e-05,82.0,28.75
2021-11-03 21:41:13,dmged,375,2.57434785e-05,81.25,28.75
2021-11-03 21:42:03,dmged,375,2.58771579e-05,80.25,28.75
2021-11-03 21:42:53,dmged,375,2.57768988e-05,79.5,29.0
2021-11-03 21:43:43,dmged,375,2.57249158e-05,80.5,29.0
2021-11-03 21:44:33,dmged,375,2.58400269e-05,84.0,29.0
2021-11-03 21:45:23,dmged,375,2.57620468e-05,83.0,28.25
2021-11-03 21:46:13,dmged,375,2.57397678e-05,82.0,28.5
2021-11-03 21:47:03,dmged,375,2.57991778e-05,81.25,28.5
2021-11-03 21:47:53,dmged,375,2.57286265e-05,80.25,28.5
2021-11-03 21:48:43,dmged,375,2.57360552e-05,79.25,28.5
2021-11-03 21:49:33,dmged,375,2.5680356e-05,80.5,28.5
2021-11-03 21:50:23,dmged,375,2.56246549e-05,83.75,28.75
2021-11-03 21:51:13,dmged,375,2.57509073e-05,83.0,28.75
2021-11-03 21:52:03,dmged,375,2.57917545e-05,82.0,28.5
2021-11-03 21:52:53,dmged,375,2.57323391e-05,81.25,28.5
2021-11-03 21:53:43,dmged,375,2.56914955e-05,80.5,28.5
2021-11-03 21:54:33,dmged,375,2.57286265e-05,79.25,28.0
2021-11-03 21:55:23,dmged,375,2.57323391e-05,80.5,29.0
2021-11-03 21:56:13,dmged,375,2.57397678e-05,83.5,28.25
2021-11-03 21:57:03,dmged,375,2.59142926e-05,83.0,28.75
2021-11-03 21:57:53,dmged,375,2.57137744e-05,81.75,29.25
2021-11-03 21:58:43,dmged,375,2.56766398e-05,81.25,28.75
2021-11-03 21:59:33,dmged,375,2.56840667e-05,80.25,28.5
2021-11-03 22:00:23,dmged,375,2.56246549e-05,79.5,28.5
2021-11-03 22:01:13,dmged,375,2.57471947e-05,80.5,28.5
2021-11-03 22:02:03,dmged,375,2.57731863e-05,83.75,29.0
2021-11-03 22:02:53,dmged,375,2.57880383e-05,83.0,29.25
2021-11-03 22:03:43,dmged,375,2.56989188e-05,82.25,29.5
2021-11-03 22:04:33,dmged,375,2.5680356e-05,81.5,29.0
2021-11-03 22:05:23,dmged,375,2.56655003e-05,80.5,29.5
2021-11-03 22:06:13,dmged,375,2.56617877e-05,79.5,29.75
2021-11-03 22:07:03,dmged,375,2.56469357e-05,80.5,29.25
2021-11-03 22:07:54,dmged,375,2.57583342e-05,83.75,29.25
2021-11-03 22:08:44,dmged,375,2.57620468e-05,82.75,29.0
2021-11-03 22:09:34,dmged,375,2.57211996e-05,82.0,29.25
2021-11-03 22:10:24,dmged,375,2.56766398e-05,81.0,29.25
2021-11-03 22:11:14,dmged,375,2.56580752e-05,80.25,28.75
2021-11-03 22:12:04,dmged,375,2.56246549e-05,79.5,29.0
2021-11-03 22:12:54,dmged,375,2.56023759e-05,80.25,29.25
2021-11-03 22:13:44,dmged,375,2.57063475e-05,84.0,29.75
2021-11-03 22:14:34,dmged,375,2.56209405e-05,83.0,29.75
2021-11-03 22:15:24,dmged,375,2.56692147e-05,82.0,29.5
2021-11-03 22:16:14,dmged,375,2.56357962e-05,81.25,30.0
2021-11-03 22:17:04,dmged,375,2.55578161e-05,80.5,29.75
2021-11-03 22:17:54,dmged,375,2.55726682e-05,79.5,30.0
2021-11-03 22:18:44,dmged,375,2.56172279e-05,79.5,30.0
2021-11-03 22:19:34,dmged,375,2.55838077e-05,83.75,30.0
2021-11-03 22:20:24,dmged,375,2.55652412e-05,83.25,30.25
2021-11-03 22:21:14,dmged,375,2.55763807e-05,82.5,30.0
2021-11-03 22:22:04,dmged,375,2.5695208e-05,81.5,30.25
2021-11-03 22:22:54,dmged,375,2.56469357e-05,80.75,29.5
2021-11-03 22:23:44,dmged,375,2.55615287e-05,80.0,30.25
2021-11-03 22:24:34,dmged,375,2.56357962e-05,79.25,30.0
2021-11-03 22:25:24,dmged,375,2.56060885e-05,82.75,30.0
2021-11-03 22:26:14,dmged,375,2.56766398e-05,83.5,30.5
2021-11-03 22:27:04,dmged,375,2.56357962e-05,82.5,30.5
2021-11-03 22:27:54,dmged,375,2.56432195e-05,81.75,30.5
2021-11-03 22:28:44,dmged,375,2.56914955e-05,81.0,30.5
2021-11-03 22:29:34,dmged,375,2.57100601e-05,80.25,30.75
2021-11-03 22:30:24,dmged,375,2.54167098e-05,79.5,30.25
2021-11-03 22:31:14,dmged,375,2.55058294e-05,82.5,29.75
2021-11-03 22:32:04,dmged,375,2.55243958e-05,83.75,30.0
2021-11-03 22:32:54,dmged,375,2.54946899e-05,82.5,29.75
2021-11-03 22:33:44,dmged,375,2.54946899e-05,81.75,30.25
2021-11-03 22:34:34,dmged,375,2.54055703e-05,81.25,30.5
2021-11-03 22:35:24,dmged,375,2.5594949e-05,80.25,30.5
2021-11-03 22:36:14,dmged,375,2.56209405e-05,79.5,30.25
2021-11-03 22:37:04,dmged,375,2.54835486e-05,81.0,30.0
2021-11-03 22:37:54,dmged,375,2.55800969e-05,83.75,30.0
2021-11-03 22:38:44,dmged,375,2.55800969e-05,83.0,30.5
2021-11-03 22:39:34,dmged,375,2.57360552e-05,82.25,30.75
2021-11-03 22:40:25,dmged,375,2.54352781e-05,81.5,30.75
2021-11-03 22:41:15,dmged,375,2.54538409e-05,80.5,30.5
2021-11-03 22:42:05,dmged,375,2.56469357e-05,79.75,30.75
2021-11-03 22:42:55,dmged,375,2.54389888e-05,80.5,30.25
2021-11-03 22:43:45,dmged,375,2.55429604e-05,84.0,30.75
2021-11-03 22:44:35,dmged,375,2.55800969e-05,83.5,31.0
2021-11-03 22:45:25,dmged,375,2.55838077e-05,82.25,31.0
2021-11-03 22:46:15,dmged,375,2.54315619e-05,81.75,31.0
2021-11-03 22:47:05,dmged,375,2.54761217e-05,80.75,31.25
2021-11-03 22:47:55,dmged,375,2.54946899e-05,80.0,31.0
2021-11-03 22:48:45,dmged,375,2.54129973e-05,79.5,31.0
2021-11-03 22:49:35,dmged,375,2.54538409e-05,84.25,30.75
2021-11-03 22:50:25,dmged,375,2.53795788e-05,84.0,30.75
2021-11-03 22:51:15,dmged,375,2.54649822e-05,82.5,31.0
2021-11-03 22:52:05,dmged,375,2.55800969e-05,81.75,31.0
2021-11-03 22:52:55,dmged,375,2.54612696e-05,81.0,31.25
2021-11-03 22:53:45,dmged,375,2.56506482e-05,80.25,31.25
2021-11-03 22:54:35,dmged,375,2.54427014e-05,79.5,31.25
2021-11-03 22:55:25,dmged,375,2.55726682e-05,81.25,31.25
2021-11-03 22:56:15,dmged,375,2.54872612e-05,84.0,31.5
2021-11-03 22:57:05,dmged,375,2.55615287e-05,82.75,30.5
2021-11-03 22:57:55,dmged,375,2.55875202e-05,81.75,30.0
2021-11-03 22:58:45,dmged,375,2.54724091e-05,81.25,29.75
2021-11-03 22:59:35,dmged,375,2.55355371e-05,80.5,29.75
2021-11-03 23:00:25,dmged,375,2.55058294e-05,79.75,29.5
2021-11-03 23:01:15,dmged,375,2.55726682e-05,80.0,29.5
2021-11-03 23:02:06,dmged,375,2.54241368e-05,83.5,29.5
2021-11-03 23:02:56,dmged,375,2.54464176e-05,82.75,29.25
2021-11-03 23:03:46,dmged,375,2.537215e-05,81.75,29.25
2021-11-03 23:04:36,dmged,375,2.55169689e-05,81.25,29.5
2021-11-03 23:05:26,dmged,375,2.54389888e-05,80.5,29.25
2021-11-03 23:06:16,dmged,375,2.53610106e-05,79.75,29.5
2021-11-03 23:07:06,dmged,375,2.53870021e-05,79.75,29.0
2021-11-03 23:07:56,dmged,375,2.55578161e-05,83.5,29.25
2021-11-03 23:08:46,dmged,375,2.54427014e-05,83.0,29.25
2021-11-03 23:09:36,dmged,375,2.55058294e-05,82.25,29.25
2021-11-03 23:10:26,dmged,375,2.54278493e-05,81.5,30.0
2021-11-03 23:11:16,dmged,375,2.54649822e-05,80.5,29.75
2021-11-03 23:12:06,dmged,375,2.54835486e-05,80.0,30.0
2021-11-03 23:12:56,dmged,375,2.55986597e-05,79.0,29.5
2021-11-03 23:13:46,dmged,375,2.56060885e-05,83.0,29.25
2021-11-03 23:14:36,dmged,375,2.54092829e-05,83.5,29.25
2021-11-03 23:15:26,dmged,375,2.55875202e-05,82.5,29.25
2021-11-03 23:16:16,dmged,375,2.55243958e-05,81.75,29.0
2021-11-03 23:17:06,dmged,375,2.55503892e-05,80.75,29.0
2021-11-03 23:17:56,dmged,375,2.55429604e-05,80.0,29.0
2021-11-03 23:18:46,dmged,375,2.54092829e-05,79.5,29.25
2021-11-03 23:19:36,dmged,375,2.54315619e-05,81.5,29.0
2021-11-03 23:20:26,dmged,375,2.53907183e-05,83.75,29.0
2021-11-03 23:21:16,dmged,375,2.56060885e-05,82.75,29.0
2021-11-03 23:22:06,dmged,375,2.54352781e-05,81.75,29.25
2021-11-03 23:22:56,dmged,375,2.55132563e-05,81.0,29.25
2021-11-03 23:23:46,dmged,375,2.55540999e-05,80.0,29.0
2021-11-03 23:24:36,dmged,375,2.55875202e-05,79.25,29.25
2021-11-03 23:25:27,dmged,375,2.55169689e-05,80.5,29.25
2021-11-03 23:26:17,dmged,375,2.55206814e-05,83.25,29.0
2021-11-03 23:27:07,dmged,375,2.55392479e-05,82.5,28.75
2021-11-03 23:27:57,dmged,375,2.54501301e-05,81.75,29.0
2021-11-03 23:28:47,dmged,375,2.54686965e-05,81.0,29.25
2021-11-03 23:29:37,dmged,375,2.5357298e-05,80.25,29.0
2021-11-03 23:30:27,dmged,375,2.54686965e-05,79.5,29.75
2021-11-03 23:31:17,dmged,375,2.5594949e-05,80.0,29.75
2021-11-03 23:32:07,dmged,375,2.54761217e-05,83.75,30.0
2021-11-03 23:32:57,dmged,375,2.54872612e-05,83.0,29.0
2021-11-03 23:33:47,dmged,375,2.55058294e-05,82.25,29.5
2021-11-03 23:34:37,dmged,375,2.54464176e-05,81.25,29.0
2021-11-03 23:35:27,dmged,375,2.54464176e-05,80.25,29.25
2021-11-03 23:36:17,dmged,375,2.54501301e-05,79.5,29.25
2021-11-03 23:37:07,dmged,375,2.53981416e-05,80.0,29.5
2021-11-03 23:37:57,dmged,375,2.55578161e-05,84.25,29.25
2021-11-03 23:38:47,dmged,375,2.54984006e-05,83.0,29.0
2021-11-03 23:39:37,dmged,375,2.54241368e-05,82.0,29.0
2021-11-03 23:40:27,dmged,375,2.55912364e-05,81.25,29.75
2021-11-03 23:41:17,dmged,375,2.55429604e-05,80.5,29.5
2021-11-03 23:42:07,dmged,375,2.54315619e-05,79.75,29.5
2021-11-03 23:42:57,dmged,375,2.53647231e-05,79.25,29.25
2021-11-03 23:43:47,dmged,375,2.54575571e-05,83.25,29.75
2021-11-03 23:44:37,dmged,375,2.54129973e-05,83.5,29.75
2021-11-03 23:45:28,dmged,375,2.54798379e-05,82.25,29.75
2021-11-03 23:46:18,dmged,375,2.55169689e-05,81.5,30.0
2021-11-03 23:47:08,dmged,375,2.53758626e-05,80.5,30.5
2021-11-03 23:47:58,dmged,375,2.54464176e-05,80.0,30.75
2021-11-03 23:48:48,dmged,375,2.54575571e-05,79.0,29.75
2021-11-03 23:49:38,dmged,375,2.53461585e-05,82.25,30.25
2021-11-03 23:50:28,dmged,375,2.5320167e-05,83.0,29.5
2021-11-03 23:51:18,dmged,375,2.54204224e-05,82.5,29.25
2021-11-03 23:52:08,dmged,375,2.53944308e-05,81.75,29.25
2021-11-03 23:52:58,dmged,375,2.54612696e-05,80.75,29.25
2021-11-03 23:53:48,dmged,375,2.54092829e-05,80.0,29.0
2021-11-03 23:54:38,dmged,375,2.52904592e-05,79.25,29.0
2021-11-03 23:55:28,dmged,375,2.54352781e-05,81.75,29.5
2021-11-03 23:56:18,dmged,375,2.52644677e-05,83.75,29.5
2021-11-03 23:57:08,dmged,375,2.52236186e-05,82.75,29.75
2021-11-03 23:57:58,dmged,375,2.53684375e-05,81.75,29.75
2021-11-03 23:58:48,dmged,375,2.54204224e-05,81.0,29.75
2021-11-03 23:59:38,dmged,375,2.53684375e-05,80.5,30.25
2021-11-04 00:00:28,dmged,375,2.53647231e-05,79.5,30.0
2021-11-04 00:01:18,dmged,375,2.54352781e-05,80.25,30.0
2021-11-04 00:02:08,dmged,375,2.54129973e-05,83.75,29.75
2021-11-04 00:02:58,dmged,375,2.5509542e-05,83.0,29.5
2021-11-04 00:03:48,dmged,375,2.54835486e-05,82.0,29.25
2021-11-04 00:04:38,dmged,375,2.55652412e-05,81.25,29.25
2021-11-04 00:05:28,dmged,375,2.54835486e-05,80.25,29.5
2021-11-04 00:06:18,dmged,375,2.53684375e-05,79.5,29.0
2021-11-04 00:07:09,dmged,375,2.54538409e-05,80.0,28.75
2021-11-04 00:07:59,dmged,375,2.55615287e-05,83.75,29.0
2021-11-04 00:08:49,dmged,375,2.54984006e-05,82.75,29.0
2021-11-04 00:09:39,dmged,375,2.53981416e-05,82.0,29.25
2021-11-04 00:10:29,dmged,375,2.55021168e-05,81.25,28.75
2021-11-04 00:11:19,dmged,375,2.55540999e-05,80.25,29.0
2021-11-04 00:12:09,dmged,375,2.55392479e-05,79.5,29.25
2021-11-04 00:12:59,dmged,375,2.54464176e-05,79.75,29.5
2021-11-04 00:13:49,dmged,375,2.56617877e-05,84.0,28.75
2021-11-04 00:14:39,dmged,375,2.56543608e-05,83.25,28.5
2021-11-04 00:15:29,dmged,375,2.54538409e-05,82.0,29.0
2021-11-04 00:16:19,dmged,375,2.55132563e-05,81.25,29.5
2021-11-04 00:17:09,dmged,375,2.5717487e-05,80.25,29.0
2021-11-04 00:17:59,dmged,375,2.56357962e-05,79.5,29.25
2021-11-04 00:18:49,dmged,375,2.5594949e-05,79.75,29.0
2021-11-04 00:19:39,dmged,375,2.54761217e-05,83.5,29.0
2021-11-04 00:20:29,dmged,375,2.55652412e-05,83.25,29.0
2021-11-04 00:21:19,dmged,375,2.54649822e-05,82.25,29.25
2021-11-04 00:22:09,dmged,375,2.55318209e-05,81.25,29.0
2021-11-04 00:22:59,dmged,375,2.54055703e-05,80.5,29.75
2021-11-04 00:23:49,dmged,375,2.54835486e-05,79.75,29.25
2021-11-04 00:24:39,dmged,375,2.54167098e-05,79.25,29.5
2021-11-04 00:25:29,dmged,375,2.55243958e-05,83.25,29.5
2021-11-04 00:26:19,dmged,375,2.54352781e-05,83.25,29.5
2021-11-04 00:27:09,dmged,375,2.53498711e-05,82.0,30.0
2021-11-04 00:27:59,dmged,375,2.54872612e-05,81.5,29.5
2021-11-04 00:28:49,dmged,375,2.55058294e-05,80.75,28.75
2021-11-04 00:29:39,dmged,375,2.55169689e-05,79.75,29.25
2021-11-04 00:30:30,dmged,375,2.56432195e-05,79.25,29.0
2021-11-04 00:31:20,dmged,375,2.55355371e-05,82.75,29.5
2021-11-04 00:32:10,dmged,375,2.54315619e-05,83.25,29.0
2021-11-04 00:33:00,dmged,375,2.53684375e-05,82.5,29.0
2021-11-04 00:33:50,dmged,375,2.54167098e-05,81.25,29.0
2021-11-04 00:34:40,dmged,375,2.55281084e-05,80.75,29.0
2021-11-04 00:35:30,dmged,375,2.56209405e-05,80.0,29.0
2021-11-04 00:36:20,dmged,375,2.54649822e-05,79.25,28.75
2021-11-04 00:37:10,dmged,375,2.53647231e-05,82.25,29.0
2021-11-04 00:38:00,dmged,375,2.54612696e-05,83.25,28.75
2021-11-04 00:38:50,dmged,375,2.53981416e-05,82.5,28.75
2021-11-04 00:39:40,dmged,375,2.54241368e-05,81.5,28.75
2021-11-04 00:40:30,dmged,375,2.54204224e-05,80.75,29.5
2021-11-04 00:41:20,dmged,375,2.55058294e-05,80.0,29.75
2021-11-04 00:42:10,dmged,375,2.55281084e-05,79.25,29.25
2021-11-04 00:43:00,dmged,375,2.54538409e-05,82.5,29.5
2021-11-04 00:43:50,dmged,375,2.53832895e-05,83.25,29.5
2021-11-04 00:44:40,dmged,375,2.54501301e-05,82.5,30.0
2021-11-04 00:45:30,dmged,375,2.54724091e-05,81.5,29.75
2021-11-04 00:46:20,dmged,375,2.55503892e-05,81.0,29.5
2021-11-04 00:47:11,dmged,375,2.55058294e-05,80.0,30.25
2021-11-04 00:48:02,dmged,375,2.54724091e-05,79.25,30.0
2021-11-04 00:48:54,dmged,375,2.55429604e-05,82.5,30.0
2021-11-04 00:49:45,dmged,375,2.5509542e-05,83.5,30.0
2021-11-04 00:50:36,dmged,375,2.55875202e-05,82.5,29.5
2021-11-04 00:51:28,dmged,375,2.54872612e-05,81.75,29.75
2021-11-04 00:52:19,dmged,375,2.54352781e-05,81.0,30.25
2021-11-04 00:53:09,dmged,375,2.54649822e-05,80.25,30.0
2021-11-04 00:53:59,dmged,375,2.54575571e-05,79.25,29.75
2021-11-04 00:54:49,dmged,375,2.54909774e-05,82.0,29.75
2021-11-04 00:55:39,dmged,375,2.53981416e-05,83.25,30.0
2021-11-04 00:56:29,dmged,375,2.56023759e-05,82.25,30.0
2021-11-04 00:57:19,dmged,375,2.55281084e-05,81.5,30.0
2021-11-04 00:58:09,dmged,375,2.54761217e-05,80.75,29.75
2021-11-04 00:58:59,dmged,375,2.54835486e-05,80.0,29.75
2021-11-04 00:59:49,dmged,375,2.54204224e-05,79.0,29.75
2021-11-04 01:00:39,dmged,375,2.55132563e-05,82.0,30.0
2021-11-04 01:01:29,dmged,375,2.55021168e-05,83.25,30.25
2021-11-04 01:02:19,dmged,375,2.54204224e-05,82.25,30.0
2021-11-04 01:03:09,dmged,375,2.53758626e-05,81.5,29.5
2021-11-04 01:03:59,dmged,375,2.5335019e-05,80.75,29.75
2021-11-04 01:04:49,dmged,375,2.53944308e-05,80.0,29.5
2021-11-04 01:05:39,dmged,375,2.53795788e-05,79.25,29.5
2021-11-04 01:06:29,dmged,375,2.53981416e-05,82.75,29.25
2021-11-04 01:07:19,dmged,375,2.55021168e-05,83.25,29.25
2021-11-04 01:08:09,dmged,375,2.55058294e-05,82.25,29.5
2021-11-04 01:08:59,dmged,375,2.55132563e-05,81.5,30.0
2021-11-04 01:09:49,dmged,375,2.54612696e-05,80.75,30.0
2021-11-04 01:10:39,dmged,375,2.55243958e-05,79.75,30.25
2021-11-04 01:11:29,dmged,375,2.55429604e-05,79.0,29.75
2021-11-04 01:12:19,dmged,375,2.55503892e-05,82.25,30.0
2021-11-04 01:13:09,dmged,375,2.55578161e-05,83.5,29.5
2021-11-04 01:13:59,dmged,375,2.56135154e-05,82.5,30.25
2021-11-04 01:14:49,dmged,375,2.5594949e-05,81.75,30.25
2021-11-04 01:15:39,dmged,375,2.56989188e-05,80.75,29.75
2021-11-04 01:16:29,dmged,375,2.54538409e-05,80.0,29.25
2021-11-04 01:17:20,dmged,375,2.55540999e-05,79.25,29.0
2021-11-04 01:18:10,dmged,375,2.55058294e-05,82.0,29.5
2021-11-04 01:19:00,dmged,375,2.56060885e-05,83.5,29.25
2021-11-04 01:19:50,dmged,375,2.56692147e-05,82.5,29.25
2021-11-04 01:20:40,dmged,375,2.56060885e-05,81.5,29.5
2021-11-04 01:21:30,dmged,375,2.5695208e-05,80.5,28.75
2021-11-04 01:22:20,dmged,375,2.55875202e-05,80.25,29.5
2021-11-04 01:23:10,dmged,375,2.56729272e-05,79.25,29.0
2021-11-04 01:24:00,dmged,375,2.56914955e-05,81.5,28.75
2021-11-04 01:24:50,dmged,375,2.54538409e-05,83.25,29.0
2021-11-04 01:25:40,dmged,375,2.55615287e-05,82.25,29.0
2021-11-04 01:26:30,dmged,375,2.55318209e-05,81.5,29.0
2021-11-04 01:27:20,dmged,375,2.54612696e-05,80.75,29.0
2021-11-04 01:28:10,dmged,375,2.54946899e-05,80.0,29.25
2021-11-04 01:29:00,dmged,375,2.54686965e-05,79.25,29.25
2021-11-04 01:29:50,dmged,375,2.56246549e-05,81.5,29.0
2021-11-04 01:30:40,dmged,375,2.56580752e-05,83.5,29.0
2021-11-04 01:31:30,dmged,375,2.55429604e-05,82.25,29.75
2021-11-04 01:32:20,dmged,375,2.55652412e-05,81.5,29.75
2021-11-04 01:33:10,dmged,375,2.55021168e-05,81.0,29.25
2021-11-04 01:34:00,dmged,375,2.5609801e-05,80.0,29.5
2021-11-04 01:34:50,dmged,375,2.54946899e-05,79.25,29.75
2021-11-04 01:35:40,dmged,375,2.5509542e-05,81.75,29.0
2021-11-04 01:36:30,dmged,375,2.55800969e-05,83.5,29.5
2021-11-04 01:37:20,dmged,375,2.55021168e-05,82.5,30.0
2021-11-04 01:38:10,dmged,375,2.563208e-05,81.75,30.0
2021-11-04 01:39:01,dmged,375,2.54538409e-05,81.0,29.25
2021-11-04 01:39:51,dmged,375,2.55206814e-05,80.25,29.75
2021-11-04 01:40:41,dmged,375,2.56023759e-05,79.25,29.5
2021-11-04 01:41:31,dmged,375,2.55763807e-05,81.5,29.25
2021-11-04 01:42:21,dmged,375,2.54241368e-05,83.5,29.25
2021-11-04 01:43:11,dmged,375,2.55726682e-05,82.5,29.5
2021-11-04 01:44:01,dmged,375,2.55355371e-05,81.75,29.5
2021-11-04 01:44:51,dmged,375,2.56580752e-05,81.0,29.25
2021-11-04 01:45:41,dmged,375,2.57063475e-05,80.25,29.75
2021-11-04 01:46:31,dmged,375,2.56877793e-05,79.25,29.25
2021-11-04 01:47:21,dmged,375,2.57286265e-05,81.0,29.5
2021-11-04 01:48:11,dmged,375,2.563208e-05,83.75,29.25
2021-11-04 01:49:01,dmged,375,2.55466766e-05,82.75,29.5
2021-11-04 01:49:51,dmged,375,2.55429604e-05,82.0,29.5
2021-11-04 01:50:41,dmged,375,2.55726682e-05,81.0,29.75
2021-11-04 01:51:31,dmged,375,2.56246549e-05,80.0,30.0
2021-11-04 01:52:21,dmged,375,2.56543608e-05,79.25,29.5
2021-11-04 01:53:11,dmged,375,2.55503892e-05,80.75,29.0
2021-11-04 01:54:01,dmged,375,2.55429604e-05,83.5,29.25
2021-11-04 01:54:51,dmged,375,2.54984006e-05,82.75,29.25
2021-11-04 01:55:41,dmged,375,2.55652412e-05,81.75,28.75
2021-11-04 01:56:31,dmged,375,2.55132563e-05,81.0,28.75
2021-11-04 01:57:21,dmged,375,2.55058294e-05,80.25,29.0
